TITLE,CODE
Journal of Applied Microbiology,LS54
Journal of Medical Primatology,MD60
Journal of Medical Virology,MDD0
Letters in Applied Microbiology,LS54
Microbiology and Immunology,LS50
MicrobiologyOpen,LS50
Molecular Microbiology,LS52
New Microbes and New Infections,MDD0
Pathogens and Disease,LS50
Reviews in Medical Virology,MDD2
The Journal of Eukaryotic Microbiology,MDD3
Yeast,LS50
Curator The Museum Journal,AA40
Museum International,AA40
Museum International Edition Francaise,AA40
Journal of Interdisciplinary Nanomedicine,NT40
Wiley Interdisciplinary Reviews - Nanomedicine and  Nanobiotechnology,NT50
Hemodialysis International,MDE0
Nephrology,MDE0
Seminars in Dialysis,MDE0
Therapeutic Apheresis and Dialysis,MDE0
Acta Neurologica Scandinavica,MDF0
Annals of Clinical and Translational Neurology,MDF0
Annals of Neurology,MDF0
Brain and Behavior,MDF0
Developmental Medicine & Child Neurology,MDF0
Epilepsia,MDF0
Epilepsia Open,MDF1
Epilepsy Currents,MDF0
Epileptic Disorders,MDF0
European Journal of Neurology,MDF0
Headache,MDF0
International Journal of Stroke,MDF0
Journal of Neuroimaging,MDF0
Journal of Sleep Research,MDF0
Journal of the Peripheral Nervous System,MDF0
Movement Disorders,MDF0
Movement Disorders Clinical Practice,MDF0
Muscle and Nerve,MDF0
Neurology and Clinical Neuroscience,MDF0
Neuromodulation,MDF0
Progress in Neurology and Psychiatry,MDF0
Sleep and Biological Rhythms,MDF0
World Stroke Academy,MDF0
Cns: Neuroscience and Therapeutics,LSA0
Current Protocols in Neuroscience,LS80
Developmental Disabilities Research Review,PS38
Developmental Neurobiology,LSA0
European Journal of Neuroscience,LSA0
"Genes, Brain and Behavior",LSA0
Glia,LSA0
Hippocampus,LSA0
Human Brain Mapping,LSA0
Journal of Neurochemistry,LSA0
Journal of Neuroscience Research,LSA0
Journal of Pineal Research,LSA0
Synapse,LSA0
The Journal of Comparative Neurology,LSA3
Wiley Interdisciplinary Reviews: Cognitive Science,PS22
AORN Journal,NU00
AORN Journal,NU00
International Journal of Mental Health Nursing,NUA0
International Journal of Nursing Practice,NU00
International Journal of Nursing Terminologies and  Classification,NU00
International Journal of Older People Nursing,NU00
International Journal of Urological Nursing,NU00
International Nursing Review,NU00
Japan Journal of Nursing Science,NU00
Journal For Specialists in Pediatric Nursing,NU90
Journal of Advanced Nursing,NU00
Journal of Child and Adolescent Psychiatric Nursing,NU00
Journal of Clinical Nursing,NU00
Journal of Forensic Nursing,NUA0
Journal of Nursing and Healthcare of Chronic Illne Ss: An International Interdisciplinary Journal,NU00
Journal of Nursing Management,NU00
Journal of Nursing Scholarship,NU00
"Journal of Obstetric, Gynecologic & Neonatal Nursing",NU95
Journal of Psychiatric & Mental Health Nursing,NU00
Journal of Renal Care,NU00
Journal of the American Academy of Nurse Practitioners,NUD0
Journal of the American Association of Nurse Practitioners,NUD0
Nurse Author & Editor,N/A
Nursing & Health Sciences,NU00
Nursing For Womens Health,NU95
Nursing Forum,NU00
Nursing in Critical Care,NU00
Nursing Inquiry,NU00
Nursing Open,NU00
Nursing Philosophy,NU00
Perspectives in Psychiatric Care,NU00
Public Health Nursing,NU42
Rehabilitation Nursing,NU00
Research in Nursing & Health,NU00
Scandinavian Journal of Caring Sciences,HE10
World Views on Evidence-Based Nursing,NUC0
Journal of Human Nutrition & Dietetics,HE82
Journal of Parenteral and Enteral Nutrition,HE80
Maternal & Child Nutrition,HE82
Nutrition & Dietetics,HE80
Nutrition Bulletin,HE82
Nutrition in Clinical Practice,HE80
Nutrition Reviews,HE80
Acta Obstetricia et Gynecologica Scandinavica,MDG0
Australian and New Zealand Journal of Obstetrics and Gynaecology,MDG0
Birth,NU95
Bjog: An International Journal of Obstetrics & Gynaecology,MDG0
International Journal of Gynecology & Obstetrics,MDG0
Journal of Midwifery and Women's Health,NU00
Journal of Obstetrics and Gynaecology Research (Electronic),MDG0
Neurourology and Urodynamics,MDW0
Reproductive Medicine and Biology,MDG0
The Obstetrician & Gynaecologist,MDG1
Ultrasound in Obstetrics and Gynecology,MDG0
Asia-Pacific Journal of Clinical Oncology,MDH0
CA: A Cancer Journal For Clinicians,MDH0
Cancer,MDH0
Cancer Communications,MDH3
Cancer Cytopathology,MDH0
Cancer Medicine,MDH0
Cancer Reports,MDH0
Cancer Science,MDH0
Cytopathology,MDK0
European Journal of Cancer Care,HE10
"Genes, Chromosomes and Cancer",MDH0
Head & Neck: Journal For the Sciences &  Specialties of the Head and Neck,MDU0
Hematological Oncology,MDC0
International Journal of Cancer,MDH0
Journal of Surgical Oncology,MDH0
Molecular Carcinogenesis,MDH0
Pediatric Blood & Cancer,MDH0
Precision Radiation Oncology,MDH0
Psycho-Oncology,MDH1
Puz - Verzeichnis,MDH0
The Breast Journal,MD20
The Oncologist,MDH0
The Prostate,MDW0
Thoracic Cancer,MDH0
Acta Ophthalmologica,MDJ1
Clinical & Experimental Ophthalmology,MDJ0
Clinical and Experimental Optometry,MDJ2
Ophthalmic and Physiological Optics,HEG0
Laryngoscope Investigative Otolaryngology,MDU6
Basic and Applied Pathology (Electronic),MDK0
Brain Pathology,MDK0
Diagnostic Cytopathology,MDK0
Histopathology,MDK0
International Journal of Experimental Pathology,MDK0
Journal of Clinical Laboratory Analysis,MD10
Neuropathology,MDK0
Neuropathology & Applied Neurobiology,MDK0
Pathology International,MDK0
The Journal of Pathology,MDK0
The Journal of Pathology: Clinical Research,MD00
Acta Paediatrica,MDL0
Barnlakaren,MDL0
Journal of Paediatrics and Child Health,MDL0
Paediatric & Perinatal Epidemiology,HE10
Paediatric and Neonatal Pain,MDL0
Pediatric Anesthesia,MD30
Pediatrics International,MDL0
Journal of Popular Music Studies,AA80
Music Analysis,AA80
Current Protocols in Toxicology,CH63
Journal of Pharmacy and Pharmacology,CH60
Advanced Therapeutics,MDM0
Archives of Drug Information,MDM0
Autonomic & Autacoid Pharmacology,MDM0
Basic and Clinical Pharmacology & Toxicology,MDM0
Biopharmaceutics & Drug Disposition,CH62
British Journal of Clinical Pharmacology,MDM0
British Journal of Pharmacology,MDM0
Clinical and Experimental Pharmacology and Physiology,MDM0
Clinical and Translational Science,MD10
Clinical Pharmacology & Therapeutics,MDM1
Clinical Pharmacology in Drug Development,MDM1
CPT: Pharmacometrics & Systems Pharmacology,MDM1
Current Protocols in Pharmacology,MDM0
Drug Development Research,MDM0
Fundamental & Clinical Pharmacology,MDM0
International Journal of Pharmacy Practice,MDM2
JACCP: Journal of the American College of Clinical Pharmacy,MDM0
Journal of Clinical Pharmacy & Therapeutics,MDM0
Journal of Pharmaceutical Health Services Research,MDM2
Journal of Pharmacy Practice and Research,MDM2
Neuropsychopharmacology Reports,MD00
Pharmacoepidemiology and Drug Safety,MDM0
Pharmacology Research & Perspectives,MDM0
Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,MDM0
Phytotherapy Research,MDM0
The Brown University Child and Adolescent  Psychopharmacology Update,MDN4
The Brown University Geriatric Psychopharmacology  Update,MDM0
The Brown University Psychopharmacology Update,MDM0
The Journal of Clinical Pharmacology,MDM1
Traditional & Kampo Medicine,MDM0
Analytic Philosophy,PLA0
Aristotelian Society Supplementary Volume,PL00
Bioethics,PL22
Dialectica,PLA0
European Journal of Philosophy,PL10
Hastings Center Report,PL22
Hypatia,PLP0
Journal of Aesthetics and Art Criticism,PL70
Journal of Applied Philosophy,PL21
Journal of Chinese Philosophy,PL60
Journal of Social Philosophy,PLN0
Metaphilosophy,PL90
Midwest Studies in Philosophy,PL00
Mind & Language,PLG0
Nous,PL00
Pacific Philosophical Quarterly,PL00
Philosophical Forum,PL00
Philosophical Investigations,PL00
Philosophical Issues,PL00
Philosophical Perspectives,PL00
Philosophy and Phenomenological Research,PL12
Philosophy and Public Affairs,PLN0
Philosophy Compass (Electronic),PL00
Proceedings of the Aristotelian Society (Hardback),PL00
Ratio,PLA0
The Journal of Political Philosophy,PL50
The Philosophical Quarterly,PL00
The Southern Journal of Philosophy,PL00
,PL00
Thought,PL00
Batteries & Supercaps,CHA1
ChemPhotoChem,CH93
Advanced Quantum Technologies,PHG1
Annalen Der Physik,PH00
Contributions To Plasma Physics,PH00
Crystal Research and Technology,PH00
Fortschritte Der Physik/Progress of Physics,PH00
Global Challenges,SS50
Laser & Photonics Reviews,PH00
Laser Physics Letters,PH40
Laser Technik Journal,PH00
Physica Status Solidi - Rapid Research Letters,PH60
Physica Status Solidi (A) Applications and Materials Science,PH60
Physica Status Solidi (B) Basic Solid State  Physics,PH60
Physica Status Solidi (C) - Current Topics in Solid State Physics,PH60
Physik in Unserer Zeit (Phiuz),PH00
Physik Journal,PH00
Vakuum in Forschung Und Praxis,MS80
American Journal of Botany,LS90
Applications in Plant Sciences,LS90
Botanical Journal of the Linnean Society,LS90
Curtis's Botanical Magazine,LS90
Eppo Bulletin,LS90
Food and Energy Security,LS90
Forest Pathology,LS92
Journal of Integrative Plant Biology,LS90
Journal of Phycology,LS91
Journal of Phytopathology,LS92
Molecular Plant Pathology,LS90
New Phytologist,LS90
Nordic Journal of Botany,LS90
Phycological Research,LS91
Physiologia Plantarum,LS90
Plant Biology,LS90
Plant Biotechnology Journal,LS90
Plant Breeding,LS95
Plant Cell & Environment,LS90
Plant Direct,LS90
Plant Pathology,LS90
Plant Species Biology,LS90
The Plant Journal,LS90
"Africa Research Bulletin: Political, Social and Cultural Series",DS00
American Journal of Political Science,PO00
Asian Politics and Policy,PO14
British Journal of Politics & International Relations,PO00
Constellations: An International Journal of Critical and Democratic Theory,PO00
Digest of Middle East Studies,PO15
Ethics and International Affairs,PL25
European Journal of Political Research,PO00
European Journal of Political Research Political Data Yearbook,PO00
European Policy Analysis,POZ0
Foreign Policy Analysis,PO30
Global Networks,GE00
Global Policy,PO00
Governance,PO71
Government and Opposition,PO00
International Affairs,PO00
International Studies Perspectives,PO30
International Studies Quarterly,PO30
International Studies Review,PO30
JCMS: Journal of Common Market Studies,PO00
Latin American Politics and Society,PO16
Legislative Studies Quarterly,PO00
Middle East Policy,PO15
Nations and Nationalism,PO00
New Perspectives Quarterly,PO00
Pacific Focus,PO00
Peace & Change,PO34
Policy & Internet,PO70
Policy Studies Journal,PO70
Political Insight,PO00
Political Psychology,PS00
Political Science Quarterly,PO00
Political Studies,PO00
Political Studies Review,PO00
Politics,PO00
Politics & Policy,PO70
Poverty & Public Policy,PO70
Presidential Studies Quarterly,PO12
Public Policy Research,PO00
Regulation & Governance,PO00
Review of Policy Research,PO70
"Risk, Hazards & Crisis in Public Policy",PO70
Scandinavian Political Studies,PO00
Studies in Ethnicity and Nationalism,PO00
Swiss Political Science Review,PO00
The Political Quarterly,PO00
World Medical & Health Policy,PO70
Advances in Polymer Technology,PY10
Journal of Applied Polymer Science,PY00
Journal of Biomedical Materials Research,PY00
Journal of Biomedical Materials Research Part A,PY00
Journal of Biomedical Materials Research Part B: Applied Biomaterials,MS00
Journal of Polymer Science (In Two Sections),PY30
Journal of Polymer Science Part A: Polymer Chemistry,PY00
Journal of Polymer Science Part B: Polymer Physics,PY00
Macromolecular Bioscience,PY00
Macromolecular Chemistry and Physics,PY00
Macromolecular Materials & Engineering,PY00
Macromolecular Rapid Communications,PY00
Macromolecular Reaction Engineering,PY00
Macromolecular Symposia,PY00
Macromolecular Theory and Simulations,PY00
Plasma Processes and Polymers,PY00
Polymer International,PY00
Polymers For Advanced Technologies,PY10
Acta Neuropsychiatrica,MDN0
Acta Psychiatrica Scandinavica,MDN0
American Journal of Orthopsychiatry Interdis Perspec on Mental Health and Social Justi,PS72
Asia-Pacific Psychiatry,MDN0
Autism Research,MDN2
Bipolar Disorders,MDN0
Depression and Anxiety,MDN0
Early Intervention in Psychiatry,MDN0
Human Psychopharmacology: Clinical and  Experimental,MDN0
International Journal of Geriatric Psychiatry,MDN0
International Journal of Methods in Psychiatric Research,MDN0
Psychiatry and Clinical Neurosciences,MDN0
Aggressive Behavior,PSA0
Alcoholism and Drug Abuse Weekly,HE60
American Journal of Community Psychology,PS00
Analyses of Social Issues & Public Policy,PS40
Applied Cognitive Psychology,PS20
Applied Psychology,PS10
Applied Psychology: Health and Well-Being,PS10
Asian Journal of Social Psychology,PS40
Australian Journal of Psychology,PS00
Australian Psychologist,PS00
Behavioral Interventions,PS70
Behavioral Sciences & the Law,PS73
British Journal of Clinical Psychology,PS70
British Journal of Developmental Psychology,PS30
British Journal of Educational Psychology,PS60
British Journal of Health Psychology,PS72
British Journal of Mathematical and Statistical Psychology,PS90
British Journal of Psychology,PS00
British Journal of Psychotherapy,PS80
British Journal of Social Psychology,PS40
Child and Adolescent Mental Health,PS30
Child Development,PS30
Child Development Perspectives,PS30
Clinical Psychologist,PS00
Clinical Psychology and Psychotherapy (An International Journal of Theory & Practice),PS70
Clinical Psychology: Science and Practice,PS70
Cognitive Science - A Multidisciplinary Journal,PS22
Counselling and Psychotherapy Research,PS10
Criminal Behaviour and Mental Health,PS70
Developmental Science,PS30
Dyslexia,ED82
European Eating Disorders Review,PS70
European Journal of Personality,PS50
European Journal of Social Psychology,PS40
Industrial and Organizational Psychology,PS15
Infant and Child Development,PS30
International Journal of Applied Psychoanalytic  Studies,PS79
International Journal of Eating Disorders,PS70
International Journal of Language & Communication Disorders,LG22
International Journal of Psychology,PS00
Japanese Psychological Research,PS00
JCPP Advances,PS78
Journal For the Theory of Social Behaviour,PS40
Journal of Applied Behavior Analysis,PS72
Journal of Applied Biobehavioral Research,PS10
Journal of Applied Social Psychology,PS48
Journal of Clinical Psychology,PS70
Journal of Community & Applied Social Psychology,PS48
Journal of Community Psychology,PS00
Journal of Investigative Psychology and Offender  Profiling,PS70
Journal of Neuropsychology,PS74
Journal of Occupational and Organizational Psychology,PS15
Journal of Personality,PS50
Journal of Research on Adolescence,PS30
Journal of Social Issues,PS40
Journal of the Experimental Analysis of Behavior,PS00
Journal of the History of the Behavioral Sciences,HI00
Journal of Theoretical Social Psychology,PS40
Journal of Traumatic Stress,PS70
Legal and Criminological Psychology,PS73
Mental Health Weekly,HE70
"Mind, Brain, and Education",PS60
Monographs of the Society For Research in Child Development,PS30
New Directions For Youth Development,PS00
Personal Relationships,PS40
Personality and Mental Health,PS70
Personnel Psychology,PS15
PsyCh Journal,PS00
"Psychology and Psychotherapy: Theory, Research and Practice",PS80
Psychology of Women Quarterly,PS40
PsychologyOpen,PS00
Psychophysiology,PSA0
Psychotherapy and Politics International,PS80
Scandinavian Journal of Psychology,PS00
Social and Personality Psychology Compass,PS40
Social Development,PS30
Social Issues and Policy Review,PS40
Stress and Health (Formerly Stress Medicine),PS00
Suicide and Life-Threatening Behavior,HE70
The International Journal of Psychoanalysis,PS79
The Journal of Analytical Psychology,PS80
The Journal of Child Psychology and Psychiatry and  Allied Disciplines,PS30
Topics in Cognitive Science,PS22
Adultspan Journal,PS80
Counseling and Values,PS80
Counselor Education and Supervision,PS80
Journal of Addictions & Offender Counseling,PS80
Journal of College Counseling,PS80
Journal of Counseling & Development,PS80
Journal of Employment Counseling,PS80
Journal of Humanistic Counseling,PS80
Journal of Multicultural Counseling and Development,PS80
The Career Development Quarterly,PS80
Australasian Journal of Ultrasound in Medicine,MDP0
Clinical Physiology and Functional Imaging,MD1C
Contrast Media & Molecular Imaging,MDP0
Current Protocols in Magnetic Resonance Imaging,MDP3
Imaging Decisions,MDP0
International Journal of Imaging Systems and  Technology,MDP0
Journal of Applied Clinical Medical Physics,MDP0
Journal of Biophotonics,PH40
Journal of Clinical Ultrasound,MDP0
Journal of Magnetic Resonance Imaging,MDP0
Journal of Medical Imaging and Radiation Oncology,MDP0
Journal of Medical Radiation Sciences,MDP0
Journal of Microscopy,CH1A
Journal of Ultrasound in Medicine,MDP0
Magnetic Resonance in Medicine,MDP0
Medical Physics,MDP0
Microscopy Research and Technique,LSB0
NMR in Biomedicine,CH17
Scanning - the Journal of Scanning Microscopies,LSB0
Sonography,MDP0
Conversations in Religion & Theology,RE00
Crosscurrents,RE23
Dialog,RE32
International Journal of Systematic Theology,RE31
International Review of Mission,RE00
Journal For the Scientific Study of Religion,SO70
Journal of Religious Ethics,RE22
Modern Theology,RE32
New Blackfriars,RE30
Religion Compass (Electronic),RE00
Religious Studies Review,RE10
Reviews in Religion & Theology,RE00
Teaching Theology & Religion,RE00
The Ecumenical Review,RE00
The Heythrop Journal,RE00
The Muslim World,RE17
Zygon,RE25
Pediatric Pulmonology,MDQ0
Respirology,MDQ0
Respirology Case Reports,MDQ0
The Clinical Respiratory Journal,MDQ0
Arthritis & Rheumatism,MDR0
Arthritis Care and Research,MDR0
International Journal of Rheumatic Diseases,MDR0
Musculoskeletal Care,HE10
Physiotherapy Research International,HE90
The Rheumatologist,MDR0
Asian Social Work and Policy Review,SP30
Australian Journal of Social Issues,SP00
Child & Family Social Work,SP30
International Journal of Social Welfare,SP20
International Social Security Review,SP30
Internationale Revue Fur Soziale Sicherheit,SP30
Latin American Policy,PO16
Revista Internacional De Seguridad Social,SP30
Revue Internationale De Securite Sociale,SP30
Social Policy & Administration,SP00
American Journal of Economics and Sociology,EC06
Canadian Review of Sociology/Revue Canadienne De Sociologie,SO00
Family & Consumer Sciences Research Journal,FA00
"Gender, Work & Organisation",BA00
International Journal of Japanese Sociology,SO00
International Political Sociology,PO30
International Social Science Journal,SO00
Journal of Agrarian Change,DS00
Journal of Historical Sociology,SO20
Rural Sociology,SO00
Social Science Quarterly,PO00
Sociologia Ruralis,SO00
Sociological Forum,SO00
Sociological Inquiry,SO00
Sociological Methodology,SO90
Sociological Theory,SO00
Sociology Compass,SO00
Sociology of Health & Illness,SO80
Symbolic Interaction,SO00
The British Journal of Sociology,SO00
The Sociological Quarterly,SO00
The Sociological Review,SO00
Scandinavian Journal of Medicine & Science in Sports,MDT0
Translational Sports Medicine,MDT0
Applied Stochastic Models in Business and Industry,BA04
Australian & New Zealand Journal of Statistics,ST00
Biometrical Journal,MD03
Biometrics,ST21
Bulletin of the London Mathematical Society,MA00
Environmetrics,ST28
High Frequency,ST00
International Statistical Review,ST20
Journal of the London Mathematical Society,MA00
Journal of the Royal Statistical Society: Series A (Statistics in Society),ST20
Journal of the Royal Statistical Society: Series B (Statistical Methodology),ST10
Journal of the Royal Statistical Society: Series C (Applied Statistics),ST20
Journal of Time Series Analysis,STA0
Journal of Topology,MA60
Naval Research Logistics: An International  Journal,ST20
Pharmaceutical Statistics: the Journal of Applied  Statistics in the Pharmaceutical Industry,ST36
Proceedings of the London Mathematical Society,MA00
Proceedings of the London Mathematical Society,MA00
Research Synthesis Methods,ST00
Scandinavian Journal of Statistics,ST20
Significance,ST02
Stat,ST00
Statistica Neerlandica,ST10
Statistical Analysis and Data Mining,ST50
Statistics in Medicine,ST22
Teaching Statistics,ST00
The Canadian Journal of Statistics,ST00
Transactions of the London Mathematical Society,MA00
Transactions of the London Mathematical Society,MA00
Wiley Interdisciplinary Reviews - Computational Statistics,ST70
Annals of Gastroenterological Surgery,MDU0
Anz Journal of Surgery,MDU0
Asian Journal of Endoscopic Surgery,MDU0
BJS Open,MDU0
British Journal of Surgery,MDU0
Clinical Otolaryngology,MDU6
Hpb,MDU0
Journal of Cardiac Surgery,MD49
Journal of Hepato-Biliary-Pancreatic Sciences,MDU0
Lasers in Surgery and Medicine,MDU1
Liver Transplantation,MDV0
Microsurgery,MDU1
Orthopaedic Surgery,MDU0
Shoulder and Elbow,MDU8
Surgical Practice,MDU0
The International Journal of Medical Robotics  and Computer Assisted Surgery,MDU0
Wound Repair and Regeneration,MD60
Australian Occupational Therapy Journal,HEB0
Occupational Therapy International,HEB0
American Journal of Transplantation,MDV0
Artificial Organs,BE65
Clinical Transplantation,MDV0
Pediatric Transplantation,MDV0
Transplant Infectious Disease,MDV0
Transplant International,MDV0
Xenotransplantation,MDV0
City & Community,SO40
City & Society,AN00
International Journal of Urban and Regional Research,US00
Journal of Urban Affairs,US00
BJU International,MDW0
IJU Case Reports,MDW0
International Journal of Urology,MDW0
LUTS,MDW0
Sexual Medicine,MDS0
Sexual Medicine Reviews,MDS0
The Journal of Sexual Medicine,MDS0
Australian Veterinary Journal,VE00
Companion Animal,VE00
Equine Veterinary Education,VE40
Equine Veterinary Journal,VE40
In Practice,VE00
Journal of Animal Breeding and Genetics,LS67
Journal of Small Animal Practice,VE10
Journal of Veterinary Emergency and Critical Care,VE00
Journal of Veterinary Internal Medicine,VE00
Journal of Veterinary Pharmacology & Therapeutics,VE00
Livestock,VE00
Reproduction in Domestic Animals,VE00
Transboundary and Emerging Diseases,VE30
Veterinary Anaesthesia & Analgesia,VE02
Veterinary and Comparative Oncology,VE00
Veterinary Clinical Pathology,VE00
Veterinary Dermatology,VE06
Veterinary Medicine and Science,VE00
Veterinary Nursing Journal,VE90
Veterinary Ophthalmology,VE00
Veterinary Radiology & Ultrasound,VE08
Veterinary Record,VE00
Veterinary Record Case Reports,VE00
Veterinary Record Open,VE00
Veterinary Surgery,VE00
Zoonoses and Public Health,LS50
Acta Zoologica,LS80
Animal Genetics,LS67
Animal Models and Experimental Medicine,MD00
Animal Science Journal,LS84
Australian Journal of Entomology,LSC0
Ecological Entomology,LSC0
Entomological Research,LSC0
Entomological Science,LSC0
Ethology,LS81
Ibis,LSD0
Insect Conservation and Diversity,LSC0
Insect Science,LSC0
Integrative Zoology (Electronic),LS80
International Zoo Yearbook,LS80
Invertebrate Biology,LS85
Journal of Animal Physiology and Nutrition,AG41
Journal of Applied Entomology,LSC0
Journal of Avian Biology,LSD0
Journal of Field Ornithology,LS85
Journal of Zoological Systematics and Evolutionary  Research,LS80
Journal of Zoology,LS80
Mammal Review,LS80
Marine Mammal Science,LS85
Medical and Veterinary Entomology,LSC0
Physiological Entomology,LSC0
Systematic Entomology,LSC0
The Journal Of Wildlife Management,LS2K
Wildlife Monographs,LS2K
Wildlife Society Bulletin,LS2K
Zoologica Scripta,LS40
Zoological Journal of the Linnean Society,LS80
African Journal of Medicine and Medical Science,MD00
Campbell Systematic Reviews,DS00
Current Protocols in Bioinformatics,LS00
Current Protocols in Cell Biology,LS00
Current Protocols in Chemical Biology,LS00
Current Protocols in Cytometry,LS00
Current Protocols in Human Genetics,LS00
Current Protocols in Immunology,LS00
Current Protocols in Microbiology,LS00
Current Protocols in Mouse Biology,LS00
Current Protocols in Neuroscience,LS00
Current Protocols in Nucleic Acid Chemistry,LS00
Current Protocols in Pharmacology,LS00
Current Protocols in Plant Biology,LS00
Current Protocols in Protein Science,LS00
Current Protocols in Stem Cell Biology,LS00
Current Protocols in Toxicology,LS00
Current Protocols: Essential Laboratory Techniques,LS00
ETRI Journal,EE00
ETS Research Report Series,ST00
Evolutionary Applications (Electronic),LS40
"Journal of Cachexia, Sarcopenia and Muscle",MD00
Near Surface Geophysics,ES12
Pediatric Investigation,MD00
Voices,AN00
World Employment and Social Outlook,LS00